"id","created_at","updated_at","terminal_id","grade_id","day","opening_stock","volume_in","volume_out","closing_stock","receipts","shipments","rack_liftings","transfers_in","transfers_out","exchange_in","exchange_out","regrade_in","regrade_out","gain_loss"
12276,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-10-19",24815,0,2431,22383,0,0,2408,0,0,0,0,0,0,-23
12277,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-10-19",39151,0,0,39151,0,0,0,0,0,0,0,0,0,0
12278,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-10-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12279,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-10-19",54126,0,0,54126,0,0,0,0,0,0,0,0,0,0
12280,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-10-19",35846,9144,8089,36899,9144,0,8070,0,0,0,0,0,0,-19
12281,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-10-19",5426,10,358,5078,0,0,358,0,0,0,0,0,0,10
12282,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-10-19",11916,0,5831,6085,0,0,5826,0,0,0,0,0,0,-5
12283,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-10-19",24401,892,967,24326,892,0,946,0,0,0,0,0,0,-21
12284,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-10-19",252116,1005,17500,235622,892,0,17500,0,0,0,0,0,0,113
12285,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-10-19",124569,18756,17707,125617,18756,0,17707,0,0,0,0,0,0,0
12286,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-10-19",66775,2038,4732,64081,1984,0,4732,0,0,0,0,0,0,54
12287,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-10-19",10746,0,629,10117,0,0,626,0,0,0,0,0,0,-3
12288,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-10-19",30412,0,3928,26483,0,0,3894,0,0,0,0,0,0,-34
12289,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-10-19",531,0,24,507,0,0,24,0,0,0,0,0,0,0
12290,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-10-19",1082,0,120,962,0,0,120,0,0,0,0,0,0,0
12291,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-10-19",-1914,0,1342,-3256,0,0,1342,0,0,0,0,0,0,0
12292,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-10-19",441,0,43,398,0,0,43,0,0,0,0,0,0,0
12293,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-10-19",1177,0,229,948,0,0,229,0,0,0,0,0,0,0
12294,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-10-19",-8908,0,715,-9623,0,0,715,0,0,0,0,0,0,0
12295,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-10-19",15515,14974,5210,25279,14919,0,5210,0,0,0,0,0,0,55
12296,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-10-19",53152,5337,18860,39630,5271,0,18860,0,0,0,0,0,0,66
12297,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-10-19",45159,19838,13202,51795,19838,0,13202,0,0,0,0,0,0,0
12298,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-10-19",131428,76,22236,109268,0,22236,0,0,0,0,0,0,0,76
12299,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-10-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12300,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-10-19",91579,57660,33746,115493,57477,33746,0,0,0,0,0,0,0,183
12301,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-10-19",803,0,28,775,0,0,28,0,0,0,0,0,0,0
12302,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-10-19",-6185,0,152,-6337,0,0,152,0,0,0,0,0,0,0
12303,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-10-19",2109,0,0,2109,0,0,0,0,0,0,0,0,0,0
12304,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-10-19",212071,34296,38573,207794,34240,28085,10488,0,0,0,0,0,0,56
12305,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-10-19",8928,8010,696,16242,8009,0,696,0,0,0,0,0,0,1
12306,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-10-19",146355,34670,4795,176230,34653,0,4795,0,0,0,0,0,0,17
12307,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-10-20",164,0,0,164,0,0,0,0,0,0,0,0,0,0
12308,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-10-20",140665,0,0,140665,0,0,0,0,0,0,0,0,0,0
12309,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-10-20",110,0,210,-99,0,0,210,0,0,0,0,0,0,0
12310,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-10-20",-409,0,0,-409,0,0,0,0,0,0,0,0,0,0
12311,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-10-20",-11743,0,0,-11743,0,0,0,0,0,0,0,0,0,0
12312,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-10-20",161887,15269,50007,127149,15269,50000,0,0,0,0,0,0,0,-7
12313,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-10-20",819,0,68,751,0,0,68,0,0,0,0,0,0,0
12314,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-10-20",1789,0,492,1297,0,0,492,0,0,0,0,0,0,0
12315,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-10-20",-15,0,81,-96,0,0,81,0,0,0,0,0,0,0
12316,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-10-20",23785,10208,1004,32989,10208,0,1004,0,0,0,0,0,0,0
12317,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-10-20",51394,7354,8952,49794,7354,0,8937,0,0,0,0,0,0,-15
12318,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-10-20",22383,31,2063,20351,0,0,2063,0,0,0,0,0,0,31
12319,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-10-20",39151,0,0,49981,0,0,0,0,0,0,0,0,0,0
12320,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-10-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12321,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-10-20",54126,0,0,48647,0,0,0,0,0,0,0,0,0,0
12322,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-10-20",36900,16,7124,29791,0,0,7124,0,0,0,0,0,0,16
12323,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-10-20",5078,0,327,4750,0,0,323,0,0,0,0,0,0,-4
12324,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-10-20",6085,0,3127,2957,0,0,3127,0,0,0,0,0,0,0
12325,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-10-20",24326,0,1452,22873,0,0,1444,0,0,0,0,0,0,-8
12326,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-10-20",235622,31261,21948,244935,31261,0,20785,0,0,0,0,0,0,-1163
12327,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-10-20",125617,19924,39581,105960,19924,18968,19467,0,0,0,0,0,0,-1146
12328,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-10-20",10117,0,403,9714,0,0,398,0,0,0,0,0,0,-5
12329,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-10-20",64081,7381,3489,67973,7381,0,3466,0,0,0,0,0,0,-23
12330,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-10-20",26483,0,3450,23032,0,0,3443,0,0,0,0,0,0,-7
12331,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-10-20",507,0,0,507,0,0,0,0,0,0,0,0,0,0
12332,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-10-20",962,0,129,833,0,0,129,0,0,0,0,0,0,0
12333,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-10-20",-3256,0,150,-3406,0,0,150,0,0,0,0,0,0,0
12334,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-10-20",398,0,0,398,0,0,0,0,0,0,0,0,0,0
12335,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-10-20",948,0,532,416,0,0,532,0,0,0,0,0,0,0
12336,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-10-20",-9623,0,1221,-10844,0,0,1221,0,0,0,0,0,0,0
12337,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-10-20",39630,18774,17708,40697,18774,0,17708,0,0,0,0,0,0,0
12338,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-10-20",25279,19,5131,20167,0,0,5131,0,0,0,0,0,0,19
12339,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-10-20",109268,0,38983,70285,0,38977,0,0,0,0,0,0,0,-6
12340,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-10-20",51795,25002,13192,63605,25002,0,13187,0,0,0,0,0,0,-5
12341,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-10-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-10-20",115493,49535,34924,130104,49363,34924,0,0,0,0,0,0,0,172
12343,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-10-20",775,0,29,746,0,0,29,0,0,0,0,0,0,0
12344,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-10-20",-6337,0,153,-6490,0,0,153,0,0,0,0,0,0,0
12345,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-10-20",2109,0,324,1785,0,0,324,0,0,0,0,0,0,0
12346,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-10-20",207794,19905,58691,169008,19889,47335,11356,0,0,0,0,0,0,16
12347,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-10-20",176230,73,5092,171211,0,0,5092,0,0,0,0,0,0,73
12348,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-10-20",16242,0,539,15702,0,0,538,0,0,0,0,0,0,-1
12349,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-10-21",-409,0,129,-538,0,0,129,0,0,0,0,0,0,0
12350,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-10-21",164,0,0,164,0,0,0,0,0,0,0,0,0,0
12351,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-10-21",-99,2,286,-383,0,0,286,0,0,0,0,0,0,2
12352,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-10-21",140665,0,186,140479,0,0,186,0,0,0,0,0,0,0
12353,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-10-21",-11743,0,0,-11743,0,0,0,0,0,0,0,0,0,0
12354,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-10-21",127148,36989,18,164119,36989,0,0,0,0,0,0,0,0,-18
12355,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-10-21",751,0,30,721,0,0,30,0,0,0,0,0,0,0
12356,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-10-21",-96,0,137,-233,0,0,137,0,0,0,0,0,0,0
12357,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-10-21",32989,9,1766,31232,0,0,1766,0,0,0,0,0,0,9
12358,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-10-21",1297,0,1278,19,0,0,1278,0,0,0,0,0,0,0
12359,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-10-21",20351,4995,3960,21385,4995,0,3948,0,0,0,0,0,0,-12
12360,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-10-21",49795,29,14353,35470,0,0,14353,0,0,0,0,0,0,29
12361,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-10-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12362,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-10-21",49981,0,15,49981,0,0,0,0,0,0,0,0,0,-15
12363,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-10-21",48600,21,0,48621,0,0,0,0,0,0,0,0,0,21
12364,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-10-21",29792,14348,8478,35660,14348,0,8468,0,0,0,0,0,0,-10
12365,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-10-21",4750,2,246,4506,0,0,246,0,0,0,0,0,0,2
12366,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-10-21",2958,12639,2194,13402,12639,0,2166,0,0,0,0,0,0,-28
12367,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-10-21",244043,19377,23819,239600,19377,0,23345,0,0,0,0,0,0,-474
12368,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-10-21",22873,0,1355,21518,0,0,1316,0,0,0,0,0,0,-39
12369,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-10-21",105960,14507,61389,59078,14501,39639,21750,0,0,0,0,0,0,6
12370,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-10-21",67973,3781,5509,66246,3649,0,5509,0,0,0,0,0,0,132
12371,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-10-21",9714,0,774,8939,0,0,772,0,0,0,0,0,0,-2
12372,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-10-21",23032,11032,4827,29237,10994,0,4827,0,0,0,0,0,0,38
12373,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-10-21",507,0,143,364,0,0,143,0,0,0,0,0,0,0
12374,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-10-21",833,0,201,632,0,0,199,0,0,0,0,0,0,-2
12375,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-10-21",-3406,0,2807,-6213,0,0,2807,0,0,0,0,0,0,0
12376,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-10-21",398,0,29,369,0,0,29,0,0,0,0,0,0,0
12377,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-10-21",-10844,0,2638,-13482,0,0,2638,0,0,0,0,0,0,0
12378,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-10-21",416,0,246,170,0,0,246,0,0,0,0,0,0,0
12379,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-10-21",40697,37356,19146,58908,37226,0,19146,0,0,0,0,0,0,130
12380,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-10-21",20167,3,5067,15103,0,0,5067,0,0,0,0,0,0,3
12381,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-10-21",70285,19371,30692,58964,19371,30585,0,0,0,0,0,0,0,-107
12382,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-10-21",63605,0,12690,50915,0,0,12683,0,0,0,0,0,0,-7
12383,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-10-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12384,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-10-21",130104,19033,14584,134553,19033,14510,0,0,0,0,0,0,0,-74
12385,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-10-21",746,0,23,723,0,0,23,0,0,0,0,0,0,0
12386,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-10-21",-6490,0,492,-6982,0,0,492,0,0,0,0,0,0,0
12387,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-10-21",1785,0,679,1106,0,0,679,0,0,0,0,0,0,0
12388,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-10-21",171211,2,6551,164662,-71,0,6480,0,0,0,0,0,0,2
12389,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-10-21",15702,9,736,14975,0,0,736,0,0,0,0,0,0,9
12390,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-10-21",169008,58848,79504,148351,58848,65316,14032,0,0,0,0,0,0,-156
12391,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-10-22",164,0,0,164,0,0,0,0,0,0,0,0,0,0
12392,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-10-22",-538,0,0,-538,0,0,0,0,0,0,0,0,0,0
12393,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-10-22",-383,0,0,-383,0,0,0,0,0,0,0,0,0,0
12394,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-10-22",140479,10011,118,150372,10011,0,113,0,0,0,0,0,0,-5
12395,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-10-22",-11743,0,24,-11767,0,0,24,0,0,0,0,0,0,0
12396,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-10-22",164119,22734,11,186842,22734,0,0,0,0,0,0,0,0,-11
12397,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-10-22",721,1,24,698,0,0,24,0,0,0,0,0,0,1
12398,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-10-22",-233,0,412,-645,0,0,412,0,0,0,0,0,0,0
12399,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-10-22",19,0,692,-672,0,0,692,0,0,0,0,0,0,0
12400,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-10-22",31232,0,1493,29738,0,0,1474,0,0,0,0,0,0,-19
12401,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-10-22",35470,17,12579,22908,0,0,12579,0,0,0,0,0,0,17
12402,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-10-22",21385,4,1251,20138,0,0,1251,0,0,0,0,0,0,4
12403,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-10-22",49981,0,1,49980,0,0,0,0,0,0,0,0,0,-1
12404,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12405,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-10-22",35661,2195,6923,30932,2181,0,6923,0,0,0,0,0,0,14
12406,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-10-22",48621,14,0,48635,0,0,0,0,0,0,0,0,0,14
12407,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-10-22",4506,0,296,4209,0,0,290,0,0,0,0,0,0,-6
12408,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-10-22",239600,41886,20111,261375,41723,0,20111,0,0,0,0,0,0,163
12409,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-10-22",13402,0,2711,10691,0,0,2708,0,0,0,0,0,0,-3
12410,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-10-22",21518,0,1209,22624,0,0,1209,0,0,0,0,0,0,0
12411,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-10-22",59078,25372,12143,72306,25372,0,12100,0,0,0,0,0,0,-43
12412,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-10-22",66246,231,4353,62124,231,0,4302,0,0,0,0,0,0,-51
12413,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-10-22",8939,13,576,8377,0,0,576,0,0,0,0,0,0,13
12414,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-10-22",29237,8820,1848,36209,8811,0,1848,0,0,0,0,0,0,9
12415,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-10-22",364,0,0,364,0,0,0,0,0,0,0,0,0,0
12416,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-10-22",632,0,0,632,0,0,0,0,0,0,0,0,0,0
12417,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-10-22",-6213,0,453,-6666,0,0,453,0,0,0,0,0,0,0
12418,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-10-22",369,0,29,340,0,0,29,0,0,0,0,0,0,0
12419,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-10-22",170,0,401,-230,0,0,401,0,0,0,0,0,0,0
12420,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-10-22",-13482,0,1717,-15199,0,0,1717,0,0,0,0,0,0,0
12421,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-10-22",15103,1,5403,9702,0,0,5403,0,0,0,0,0,0,1
12422,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-10-22",58908,9923,17879,50952,9766,0,17879,0,0,0,0,0,0,157
12423,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-10-22",50915,6,11108,39814,0,0,11108,0,0,0,0,0,0,6
12424,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-10-22",58964,26677,14292,71349,26677,14219,0,0,0,0,0,0,0,-73
12425,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-10-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12426,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-10-22",134553,0,25424,109129,0,25367,0,0,0,0,0,0,0,-57
12427,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-10-22",723,0,24,699,0,0,24,0,0,0,0,0,0,0
12428,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-10-22",-6982,0,162,-7144,0,0,162,0,0,0,0,0,0,0
12429,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-10-22",1106,0,0,1106,0,0,0,0,0,0,0,0,0,0
12430,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-10-22",148351,82513,33697,197168,82406,20603,13094,0,0,0,0,0,0,107
12431,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-10-22",164662,24636,52847,136450,24636,50005,2761,0,0,0,0,0,0,-81
12432,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-10-22",14975,6,644,14337,0,0,644,0,0,0,0,0,0,6
12433,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-10-23",164,0,0,164,0,0,0,0,0,0,0,0,0,0
12434,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-10-23",-538,0,0,-538,0,0,0,0,0,0,0,0,0,0
12435,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-10-23",-383,0,0,-383,0,0,0,0,0,0,0,0,0,0
12436,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-10-23",-11767,0,0,-11767,0,0,0,0,0,0,0,0,0,0
12437,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-10-23",150372,15001,8,165365,15001,0,0,0,0,0,0,0,0,-8
12438,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-10-23",186841,0,0,186842,0,0,0,0,0,0,0,0,0,0
12439,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-10-23",-645,0,107,-752,0,0,107,0,0,0,0,0,0,0
12440,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-10-23",698,0,0,698,0,0,0,0,0,0,0,0,0,0
12441,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-10-23",-672,0,0,-672,0,0,0,0,0,0,0,0,0,0
12442,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-10-23",29738,8,781,28965,0,0,781,0,0,0,0,0,0,8
12443,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-10-23",22908,18965,8348,33525,18892,0,8348,0,0,0,0,0,0,73
12444,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-10-23",20138,7,1827,18318,0,0,1827,0,0,0,0,0,0,7
12445,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-10-23",49980,0,18900,31080,0,18892,0,0,0,0,0,0,0,-8
12446,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-10-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
12447,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-10-23",48635,12,0,48647,0,0,0,0,0,0,0,0,0,12
12448,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-10-23",30933,24,4832,26124,0,0,4832,0,0,0,0,0,0,24
12449,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-10-23",10692,0,2413,8279,0,0,2410,0,0,0,0,0,0,-3
12450,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-10-23",4209,16,125,4100,0,0,125,0,0,0,0,0,0,16
12451,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-10-23",261375,37807,19731,279451,37807,0,19687,0,0,0,0,0,0,-44
12452,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-10-23",22624,27287,1263,48647,27151,0,1263,0,0,0,0,0,0,136
12453,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-10-23",72306,9030,10317,71020,8983,0,10317,0,0,0,0,0,0,47
12454,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-10-23",62124,61,2596,59589,0,0,2596,0,0,0,0,0,0,61
