id,name,city,contact_email,contact_fax,contact_name,contact_phone,contact_role,latitude,longitude,operational,rack_capacity,state,storage_capacity,street,operator_id,owner_id,terminaling_capacity,truck_bays,type,zip,pipeline_access,rail_access,truck_access,marine_access,irs_motor_fuel_terminal_id
878,Las Vegas PRO,Las Vegas,,,,,,36.076938,-115.292051,TRUE,,NV,,4985 N Sloan LN,71,71,,,terminal,89148,,,,,T-88-NV-4362
879,Las Vegas HFC,Las Vegas,,,,,,36.140148,-115.333015,TRUE,,NV,,13420 Grand Valley Parkway,30,30,,,terminal,89135,,,,,T-88-NV-4365
880,Las Vegas T1,Las Vegas,,,,,,36.0809,-115.1916,TRUE,,NV,, ,11,11,,,terminal,89118,,,,,0
881,Las Vegas T2 Plant,Las Vegas,,,,,,36.0169,-115.2344,TRUE,,NV,, ,11,11,,,terminal,89124,,,,,0
882,Latonia,Latonia,,,,,,39.052861,-84.499532,TRUE,,KY,,230 East 33rd Street,3,3,,,terminal,41015,,,,,T-61-KY-3263
883,Laurel CHS,Laurel,,,,,,45.660216,-108.771761,TRUE,,MT,,803 Hwy 212 South,51,51,,,terminal,59044,,,,,T-81-MT-4005
884,Laurel,Laurel,,,,,,45.675513,-108.731916,TRUE,,MT,,1923 Shannon Road,137,137,,,terminal,59044,,,,,T-81-MT-4014
885,Lawton Plant,Lawton,,,,,,34.6024,-98.5048,TRUE,,OK,, ,11,11,,,terminal,73505,,,,,0
886,Le Mars,Le Mars,dan.klinetobe@nustarenergy.com,7125626220,Dan Klinetobe,7125626417,Terminal Contact,42.894994,96.174708,TRUE,,IA,104000,33001 110th St,6,6,,2,terminal,51031,in,none,both,none,T-42-IA-3464
887,Lebanon MRO,Lebanon,,,,,,39.48683,-84.216713,TRUE,,OH,,999 West State Rt.122,3,3,,,terminal,45036,,,,,T-31-OH-3113
888,Lebanon,Lebanon,,,,,,39.478074,-84.22623,TRUE,,OH,,2700 Hart Road,296,296,,,terminal,45036,,,,,T-31-OH-3118
889,Lebanon,Lebanon,,,,,,40.050302,-86.490381,TRUE,,IN,,550 West County Road 125 South,54,409,,,terminal,46052,,,,,T-35-IN-3249
890,Lebanon,Lebanon,,,,,,39.4782,-84.2264,TRUE,,OH,, ,23,23,,,terminal,45036,,,,,0
891,Lemay,Saint Louis,,,,,,38.511633,-90.272122,TRUE,,MO,, ,108,108,,,terminal,63125,,,,,0
892,Lemont IMTT,Lemont,,,,,,41.6873,-87.9519,TRUE,,IL,, 13589 Main St,35,35,,,terminal,60439,,,,,0
893,Lemont,Romeoville,,,,,,41.6612,-88.0345,TRUE,,IL,, ,39,39,,,terminal,60446,,,,,0
894,Lexington MRO,Lexington,,,,,,38.061028,-84.540376,TRUE,,KY,,1770 Old Frankfort Pike,3,3,,,terminal,40504,,,,,T-61-KY-3266
895,Lexington VLO,Lexington,,,,,,38.060863,-84.539985,TRUE,,KY,,1750 Old Frankfort Pike,66,66,,,terminal,40504,,,,,T-61-KY-3267
896,Lexington,West Columbia,,,,,,33.9751,-81.1716,TRUE,,SC,, ,53,53,,,terminal,29170,,,,,0
897,Light,Bono,,,,,,36.0631,-90.7526,TRUE,,AR,, ,54,54,,,terminal,72416,,,,,0
898,Lihue,Lihue,,,,,,21.95526,-159.355102,TRUE,,HI,,3185 Waapa Rd.,299,299,,,terminal,96766,,,,,T-91-HI-4571
899,Lihue,Lihue,,,,,,21.9785,-159.3492,TRUE,,HI,, ,82,82,,,terminal,96766,,,,,0
900,Lihue Baseyardkauai,Lihue,,,,,,21.9687,-159.3576,TRUE,,HI,, ,60,60,,,terminal,96766,,,,,0
901,Lihue/Nawiliwili,Lihue,,,,,,21.9547,-159.3569,TRUE,,HI,,3145 Waapa Rd.,57,57,,,terminal,96766,,,,,T-99-HI-4562
902,Lima MRO,Lima,,,,,,40.709622,-84.061155,TRUE,,OH,,2990 South Dixie Highway,3,3,,,terminal,45804,,,,,T-34-OH-3152
903,Lima,Lima,,,,,,40.72211,-84.113469,TRUE,,OH,,1150 S Metcalf,321,321,,,terminal,45804,,,,,T-34-OH-3176
904,Lima North,Lima,,,,,,40.726185,-84.117967,TRUE,,OH,,817 West Vine Street,1,1,,,terminal,45804,,,,,T-34-OH-3146
905,Lima South,Lima,,,,,,40.708772,-84.130014,TRUE,,OH,,1500 W. Buckeye Road,1,1,,,terminal,45804,,,,,T-34-OH-3158
906,Lincoln,Lincoln,,,,,,40.815067,-96.711334,TRUE,,NE,,201 North 7th Street,33,33,,,terminal,68508,,,,,T-39-NE-3615
907,Lincoln P66,Roca,dave.a.stallwitz@p66.com,,Scott Bartek,(402) 423-6111,Terminal Contact,40.6973,-96.7016,TRUE,21000,NE,219000,1345 Saltillo Road ,7,475,,2,terminal,68430,,,both,,T-47-NE-3603
908,Lincoln MPL,Roca,irene.wirit@magellanlp.com,(402) 421-7042,Irene Wirit,(402) 434-3234,Terminal Contact,40.6979,-96.6929,TRUE,,NE,100000,2000 Saltillo Road,2,477,,,terminal,68430,in,,both,,T-47-NE-3605
909,Linden P66,Linden,,,,,,40.633099,-74.230541,TRUE,,NJ,429000,1100 Rte # 1,7,7,,9,terminal,7036,,none,,none,T-22-NJ-1514
910,Linden GUL,Linden,,,,,,40.626953,-74.250939,TRUE,,NJ,,2600 Marshdock Road,44,44,,,terminal,7036,,,,,T-22-NJ-1515
911,Linden CGO,Linden,,,,,,40.608358,-74.220897,TRUE,,NJ,,4801 Foot of South Wood Avenue,9,9,,,terminal,7036,,,,,T-22-NJ-1513
912,Linden,Tremley Point,joseph.abrahams@nustarenergy.com,9088621906,Joseph Abrahams,9088625510,Terminal Contact,40.610225,-74.221461,TRUE,,NJ,4116000,4501 Tremley Point Road,6,6,,,terminal,7036,both,none,both,both,0
913,Linden Rack,Linden,joseph.abrahams@nustarenergy.com,9088629350,Joseph Abrahams,9088625740,Terminal Contact,40.626953,-74.250939,TRUE,,NJ,340000,3700 South Wood Avenue,6,6,,,terminal,7731,in,none,both,none,T-22-NJ-1516
914,Linnton,Portland,,,,5032861691,,45.5118,-122.6756,TRUE,,OR,420000,11400 NW St. Helens Road,4,472,,,terminal,97201,both,none,none,both,0
915,Lithonia,Lithonia,,,,,,33.7264,-84.1067,TRUE,,GA,, ,394,394,,,terminal,30058,,,,,0
916,Little Rock,Little Rock,,,,,,34.718327,-92.1893,TRUE,,AR,,Port of Little Rock  8401 Lindsey Rd,375,375,,,terminal,72206,,,,,T-71-AR-2468
917,Little Rock Plant,Little Rock,,,,,,34.6786,-92.2651,TRUE,,AR,, ,11,11,,,terminal,72206,,,,,0
918,Lockport XOM,Lockport,,,,,,41.64665,-88.046886,TRUE,,IL,,12909 High Road,16,16,,,terminal,60441,,,,,T-36-IL-3375
919,Lockport CGO,Lockport,,,,,,41.640969,-88.048651,TRUE,,IL,,135th & New Avenue,9,9,,,terminal,60441,,,,,T-36-IL-3317
920,Logan,Manhattan,,,,,,45.8844,-111.427,TRUE,,MT,, ,114,114,,,terminal,59741,,,,,0
921,Long Beach RDS,Long Beach,,,,,,33.840415,-118.236418,TRUE,,CA,,20945 South Wilmington Ave,18,18,,,terminal,90810,,,,,T-33-CA-4746
922,Long Beach ANDV,Long Beach,,,,,,33.862497,-118.161639,TRUE,,CA,,5905 Paramount Blvd.,17,17,,,terminal,90805,,,,,T-33-CA-4764
923,Long Beach,Long Beach,,,,,,33.874517,-118.163883,TRUE,,CA,,2400 E. Artesia Bl.,207,207,,,terminal,90805,,,,,T-33-CA-4765
924,Long Beach,Long Beach,,,,,,33.805833,-118.226182,TRUE,,CA,,2365 E. Sepulveda Blvd.,337,337,,,terminal,90810,,,,,T-33-CA-4779
925,Long Beach PDI,Long Beach,,,,,,33.776028,-118.220555,TRUE,,CA,,1920 Lugger Way,158,158,,,terminal,90813,,,,,T-33-CA-4767
926,Long Island MOT,Lawrence,,,,,,40.615435,-73.72642,TRUE,,NY,,74 East Avenue,10,10,,,terminal,11559,,,,,T-11-NY-1312
927,Lookout Mountain,Flintstone,,,,7068200826,,34.982182,-85.332794,TRUE,,GA,219000,11 Highway 193,8,8,,2,terminal,30725,,,,,T-58-GA-2556
928,Lorain,Grafton,,,,,,41.3058,-82.0208,TRUE,,OH,, ,1,1,,,terminal,44044,,,,,0
929,Los Angeles P66,Los Angeles,,,,,,33.7772,-118.2889,TRUE,,CA,116000,13500 South Broadway,7,7,,6,terminal,90061,,,,,T-95-CA-4803
930,Los Angeles,Los Angeles,,,,,,34.010271,-118.221514,TRUE,,CA,,2709 East 37th Street,284,284,,,terminal,90058,,,,,T-95-CA-4805
931,Los Angeles,Los Angeles,,,,,,33.943706,-118.420868,TRUE,,CA,,9900 LAXFuel Rd.,15,15,,,terminal,90045,,,,,T-95-CA-4812
932,Los Angeles Lubricant Plant,Wilmington,,,,,,33.7914,-118.2394,TRUE,,CA,, ,18,18,,,terminal,90744,,,,,0
933,Los Angeles VPK,Wilmington,,,,,,33.766323,-118.259324,TRUE,,CA,,401 Canal Street,78,78,,,terminal,90744,,,,,T-33-CA-4745
934,Louisville CGO,Louisville,,,,,,38.206207,-85.851136,TRUE,,KY,,4724 Camp Ground Road,9,387,,,terminal,40216,,,,,T-61-KY-3274
935,Louisville MRO 1,Louisville,,,,,,38.232049,-85.830274,TRUE,,KY,,4510 Algonquin Parkway,3,3,,,terminal,40211,,,,,T-61-KY-3268
936,Louisville BPL,Louisville,,,,,,38.23265,-85.833309,TRUE,,KY,,1500 Southwestern Parkway,1,1,,,terminal,40211,,,,,T-61-KY-3269
937,Louisville VLO,Louisville,,,,,,38.228108,-85.833356,TRUE,,KY,,4411 Bells Lane,66,66,,,terminal,40211,,,,,T-61-KY-3270
938,Louisville TMP,Louisville,,,,5027727575,,38.221736,-85.838801,TRUE,,KY,183000,4510 Bells Lane,8,8,,2,terminal,40211,,,,,T-61-KY-3271
939,Louisville MRO 2,Louisville,,,,,,38.205824,-85.848108,TRUE,,KY,,3920 Kramers Lane,3,3,,,terminal,40216,,,,,T-61-KY-3272
940,Louisville,Louisville,,,,,,38.140167,-85.897702,TRUE,,KY,,7800 Cane Run Road,282,282,,,terminal,40258,,,,,T-61-KY-3273
941,Louisville UPS,Newburg,,,,,,38.165808,-85.731592,TRUE,,KY,,911 Grade Lane,432,432,,,terminal,40213,,,,,T-62-KY-2210
942,Louisville Asphcane Run,Louisville,,,,,,38.1299,-85.8983,TRUE,,KY,, ,3,3,,,terminal,40258,,,,,0
943,Lubbock P66,Lubbock,,,,,,33.611526,-101.882183,TRUE,,TX,179000,Clovis Road and Flint Avenue,7,7,,,terminal,79415,,,,,T-75-TX-2674
944,Lubbock,Lubbock,,,,,,33.611664,-101.88212,TRUE,,TX,,3002 Clovis Rd,71,71,,,terminal,79415,,,,,T-75-TX-2694
945,Lubbock Asphalt,Lubbock,,,,,,33.5778,-101.855,TRUE,,TX,, ,29,29,,,terminal,79401,,,,,0
946,Ludlow,Ludlow,,,,,,42.187954,-72.498467,TRUE,,MA,,39A Tank Farm Rd,79,79,,,terminal,1056,,,,,T-04-MA-1183
947,Lumberton,Lumberton,,,,,,31.001,-89.4368,TRUE,,MS,, ,251,251,,,terminal,39455,,,,,0
948,Lupton,Lupton,,,,,,35.35391,-109.0537,TRUE,,AZ,,I-40 Exit 359 Grant Rd,339,339,,,terminal,86508,,,,,T-86-AZ-4319
949,Macon,Macon,,,,,,32.791697,-83.702262,TRUE,,GA,,2476 Allen Road,65,65,,,terminal,31206,,,,,T-58-GA-2538
950,Macon MRO,Macon,,,,,,32.792105,-83.701788,TRUE,,GA,,2445 Allen Road,3,3,,,terminal,31206,,,,,T-58-GA-2541
951,Macon,Macon,,,,,,32.734107,-83.655945,TRUE,,GA,,6225 Hawkinsville Road,58,58,,,terminal,31216,,,,,T-58-GA-2542
952,Macon MPL,Macon,,4787887186,,4787882324,,32.791983,-83.702778,TRUE,,GA,,2505 Allen Road,2,2,,,terminal,31206,,,,,T-58-GA-2543
953,Macon TMP,Macon,,,,4784771711,,32.886879,-83.738388,TRUE,,GA,174000,5041 Forsyth Road,8,8,,2,terminal,31210,,,,,T-58-GA-2544
954,Macon,Macon,,,,,,32.820872,-83.625455,TRUE,,GA,,355 Turpin St,104,104,,,terminal,31206,,,,,T-58-GA-2554
955,Macungie BPL 2,Emmaus,,,,,,40.516163,-75.536909,TRUE,,PA,,5198 Buckeye Road,1,1,,,terminal,18049,,,,,T-23-PA-1700
956,Macungie,Macungie,,,,,,40.517851,-75.565028,TRUE,,PA,,Shippers Lane,20,20,,,terminal,18062,,,,,T-23-PA-1733
957,Macungie BPL 1,Emmaus,,,,,,40.5172,-75.5381,TRUE,,PA,,5285 Shipper Road,1,1,,,terminal,18049,,,,,T-23-PA-1702
958,Madison,Mc Farland,,,,,,43.030732,-89.302663,TRUE,,WI,,4402 Terminal Dr,19,19,,,terminal,53558,,,,,T-39-WI-3088
959,Madison,Mc Farland,,,,,,43.0088,-89.3049,TRUE,,WI,, ,21,21,,,terminal,53558,,,,,0
960,Madison USO Buckeye,Mc Farland,,,,,,43.0134,-89.2874,TRUE,,WI,, ,19,19,,,terminal,53558,,,,,0
961,Madison USO Northsouth,Mc Farland,,,,,,43.025805,-89.305431,TRUE,,WI,,4516 Sigglekow Road,19,19,,,terminal,53558,,,,,T-39-WI-3079
962,Malvern,King of Prussia,,,,,,40.095288,-75.382861,TRUE,,PA,,8 South Malin Rd,1,1,,,terminal,19406,,,,,T-23-PA-1718
963,Malvern,Palm,,,,,,40.4391,-75.5402,TRUE,,PA,, ,5,5,,,terminal,18070,,,,,0
964,Manassas,Manassas,,,,,,38.799779,-77.504485,TRUE,,VA,,10315 Ballsford Road,5,5,,,terminal,20109,,,,,T-54-VA-1663
965,Mandan,Mandan,,,,,,46.844343,-100.902034,TRUE,,ND,,900 Old Red Trail NE,17,17,,,terminal,58554,,,,,T-45-ND-3505
966,Mandan,Mandan,,,,,,46.71312,-100.952585,TRUE,,ND,,P. O. Box 1205,33,33,,,terminal,58554,,,,,T-45-ND-3506
967,Mankato MPL,Mankato,,5073885558,,5076251628,,44.1537,-94.0679,TRUE,,MN,,55199 State Hwy 68,2,477,,,terminal,56001,,,,,T-41-MN-3413
968,Mankato KMI,Mankato,,,,,,44.166,-93.9088,TRUE,,MN,, ,4,4,,,terminal,56001,,,,,0
969,Mankato,Garden City,,,,,,44.0141,-94.1722,TRUE,,MN,, ,24,24,,,terminal,56034,,,,,0
970,Manly,Manly,,,,,,43.313,-93.2062,TRUE,,IA,, ,343,343,,,terminal,50456,,,,,0
971,Marcus Hook,Marcus Hook,,,,,,39.812368,-75.413716,TRUE,,PA,,100 Green St,5,5,,,terminal,19061,,,,,T-23-PA-1747
972,Marcus Hook,Marcus Hook,,,,,,39.824651,-75.427447,TRUE,,PA,,Hewes Ave & Philadelphia Pike,5,5,,,terminal,19061,,,,,T-23-PA-1757
973,Marcy,Marcy,,,,,,43.130072,-75.24782,TRUE,,NY,,"9678 River Road, Rt. 49",99,99,,,terminal,13403,,,,,T-16-NY-1493
974,Marcy BPL,Marcy,,,,,,43.132255,-75.253607,TRUE,,NY,,9586 River Road,1,1,,,terminal,13403,,,,,T-16-NY-1463
975,Marietta,Marietta,,,,,,39.413446,-81.351051,TRUE,,OH,,Old Rt 7 Moores Junction,3,3,,,terminal,45750,,,,,T-31-OH-3103
976,Marine 193 Dock,Gueydan,,,,,,29.981,-92.6375,TRUE,,LA,, ,13,13,,,terminal,70542,,,,,0
977,Markham,Markham,,,,,,29.0175,-96.0603,TRUE,,TX,, ,22,22,,,terminal,77456,,,,,0
978,Marshall BPL,Marshall,,,,,,42.249537,-84.963898,TRUE,,MI,,12451 Old US 27 South,1,1,,,terminal,49068,,,,,T-38-MI-3043
979,Marshall MPL,Marshall,,5075326492,,5075322761,,44.44289,-95.822788,TRUE,,MN,,1601 College Dr,2,2,,,terminal,56258,,,,,T-41-MN-3414
980,Marshall FHR Asphalt,Marshall,,,,507-532-6331,,44.4612,-95.7881,TRUE,,MN,,901 N 7th Street,14,14,,,terminal,56258,,,,,0
981,Martinez CVX,Martinez,,,,,,37.990483,-122.065346,TRUE,,CA,,611 Solano Way,130,130,,,terminal,94553,,,,,T-68-CA-4607
982,Martinez RDS,Martinez,,,,,,38.024588,-122.122228,TRUE,,CA,,1801 Marina Vista,18,18,,,terminal,94553,,,,,T-68-CA-4610
983,Martinez ANDV,Martinez,,,,,,38.028602,-122.070799,TRUE,,CA,,150 Solano Way,17,17,,,terminal,94553,,,,,T-68-CA-4611
984,Martinez PAA,Martinez,,,,,,38.0274,-122.096,TRUE,,CA,, ,38,38,,,terminal,94553,,,,,0
985,Marysville,Marysville,,,,,,42.884578,-82.494454,TRUE,,MI,,2510 Busha Highway,357,357,,,terminal,48040,,,,,T-38-MI-3046
986,Mason City,Clear Lake,john.riley@magellanlp.com,(641) 357-5130,John Riley,(641) 357-2124,Terminal Contact,43.1394,-93.3535,TRUE,,IA,600000, 2810 East Main Avenue ,2,477,,,terminal,50428,,,,,T-42-IA-3465
987,Matagorda,Markham,,,,,,28.9822,-96.0294,TRUE,,TX,, ,26,26,,,terminal,77456,,,,,0
988,Maui,Kahului,,,,,,20.8941,-156.4623,TRUE,,HI,, ,82,82,,,terminal,96732,,,,,0
989,Mc Farland,Mc Farland,,,,,,43.040406,-89.30015,TRUE,,WI,,4103 Triangle St,51,51,,,terminal,53558,,,,,T-39-WI-3065
990,Mc Farland,Madison,,,,,,43.040462,-89.299853,TRUE,,WI,,4009 Triangle St Hwy 51 S,21,21,,,terminal,53718,,,,,T-39-WI-3083
991,Mc Farland,Mc Farland,,,,,,43.029405,-89.302598,TRUE,,WI,,4606 Terminal Drive,9,9,,,terminal,53558,,,,,T-39-WI-3067
992,Mc Grath,Mc Grath,,,,,,62.945716,-155.5712,TRUE,,AK,,Melspelt St.,32,32,,,terminal,99627,,,,,T-91-AK-4543
993,Mccall Terminal Portland,Portland,,,,,,45.5616,-122.736,TRUE,,OR,, ,129,129,,,terminal,97210,,,,,0
994,McFarland,Mc Farland,,1,,608-838-3370,,43.0332,-89.3028,TRUE,,WI,,4505 Terminal Drive,14,14,,,terminal,53558,,,,,T-39-WI-3072
995,McFarland,McFarland,,,,,,43.030042,-89.302638,TRUE,,WI,,4508 Terminal Road,41,41,,,terminal,53558,,,,,T-72-WI-0002
996,Mcgrath,Mc Grath,,,,,,62.9607,-155.5887,TRUE,,AK,, ,34,34,,,terminal,99627,,,,,0
997,Mckees Rocks,Pittsburgh,,,,,,40.4678,-80.0356,TRUE,,PA,, ,105,105,,,terminal,15202,,,,,0
998,McPherson,McPherson,,,,,,38.34788,-97.642352,TRUE,,KS,,1391 Iron Horse Rd.,51,51,,,terminal,67460,,,,,T-48-KS-3660
999,McPherson NUS,McPherson,jay.v.guarino@p66.com,,Jay Guarino,(620) 241-2641,Terminal Contact,38.3341,-97.6672,TRUE,,KS,,1152 14th Avenue ,6,476,,,terminal,67460,both,,,,0
1000,Mechanicsburg,Mechanicsburg,,,,,,40.22162,-77.048867,TRUE,,PA,,127 Texaco Drive,28,28,,,terminal,17050,,,,,T-23-PA-1715
1001,Mechanicsburg,Mechanicsburg,,,,,,40.219885,-76.971306,TRUE,,PA,,5125 Simpson Ferry Rd,21,21,,,terminal,17050,,,,,T-23-PA-1725
1002,Mechanicsburg,Mechanicsburg,,,,,,40.219662,-76.972178,TRUE,,PA,,5145 Simpson Ferry Road,5,5,,,terminal,17050,,,,,T-23-PA-1726
1003,Mechanicsburg,Mechanicsburg,,,,,,40.2192,-76.9744,TRUE,,PA,, ,49,49,,,terminal,17050,,,,,0
1004,Mechanicsburg,Mechanicsburg,,,,,,40.2227,-77.0475,TRUE,,PA,, ,37,37,,,terminal,17050,,,,,0
1005,Medford Spheres,Medford,,,,,,36.8069,-97.7333,TRUE,,OK,, RR2 Box 147A ,7,475,,,terminal,73759,,,,,0
1006,Medicine Bow,Medicine Bow,,,,,,41.89538,-106.20175,TRUE,,WY,,100 East Lincoln Highway,258,258,,,terminal,82329,,,,,T-83-WY-4054
1007,Medicine Bow,Medicine Bow,,,,,,41.89538,-106.20175,TRUE,,WY,,100 East Lincoln Highway,40,40,,,terminal,82329,,,,,T-83-WY-4057
1008,Memphis,Memphis,,,,,,35.035767,-89.981181,TRUE,,TN,,4096 Louis Carruthers Dr.,68,68,,,terminal,38118,,,,,T-62-TN-2212
1009,Memphis,Memphis,,,,,,35.065904,-89.964065,TRUE,,TN,,3051 Republican Blvd.,163,163,,,terminal,38118,,,,,T-62-TN-2220
1010,Memphis,Memphis,,,,,,35.11956,-90.077606,TRUE,,TN,,454 Wisconsin Avenue,16,16,,,terminal,38106,,,,,T-62-TN-2225
1011,Memphis,Memphis,,,,,,35.119821,-90.074339,TRUE,,TN,,1023 Riverside Dr,42,42,,,terminal,38106,,,,,T-62-TN-2226
1012,Memphis,Memphis,,,,,,35.086365,-90.073768,TRUE,,TN,,321 W. Mallory Ave.,143,143,,,terminal,38109,,,,,T-62-TN-2227
1013,Memphis,Memphis,,,,,,35.112349,-90.07407,TRUE,,TN,,1232 Riverside,63,63,,,terminal,38106,,,,,T-62-TN-2228
1014,Memphis,Memphis,,,,,,35.1146,-90.0742,TRUE,,TN,, ,27,27,,,terminal,38106,,,,,0
1015,Memphis,Memphis,,,,,,35.0917,-90.1111,TRUE,,TN,, ,11,11,,,terminal,38113,,,,,0
1016,Memphis,Memphis,,,,,,35.1203,-90.0741,TRUE,,TN,, ,126,126,,,terminal,38106,,,,,0
1017,Memphis Tn,Memphis,,,,,,35.1041,-90.0965,TRUE,,TN,, ,29,29,,,terminal,38113,,,,,0
1018,Menard,Petersburg,,,,,,40.0121,-89.8502,TRUE,,IL,, ,91,91,,,terminal,62675,,,,,0
1019,Meraux,Meraux,,,,,,29.930669,-89.944888,TRUE,,LA,,2501 East St Bernard Hwy,121,121,,,terminal,70075,,,,,T-72-LA-2371
1020,Meraux,Meraux,,,,,,29.9305,-89.9434,TRUE,,LA,, ,444,444,,,terminal,70075,,,,,0
1021,Meredosia,Meredosia,,,,,,39.8297,-90.5725,TRUE,,IL,, ,365,365,,,terminal,62665,,,,,0
1022,Meridian,Meridian,,,,,,32.355297,-88.744397,TRUE,,MS,,180 65th Avenue,9,9,,,terminal,39307,,,,,T-64-MS-2412
1023,Meridian,Meridian,,,,,,32.352549,-88.744493,TRUE,,MS,,101 65th Avenue,367,367,,,terminal,39307,,,,,T-64-MS-2411
1024,Meridian,Meridian,,,,,,32.349939,-88.748018,TRUE,,MS,,6540 N. Frontage Rd.,45,45,,,terminal,39307,,,,,T-64-MS-2414
1025,Meridian,Meridian,,,,6014820832,,32.348218,-88.745988,TRUE,,MS,139000,1401 65th Avenue South,8,8,,2,terminal,39307,,,,,T-64-MS-2415
1026,Meridian,Meridian,,,,,,32.353,-88.7444,TRUE,,MS,, ,345,345,,,terminal,39307,,,,,0
1027,Mertens,Mertens,,,,,,32.058343,-96.896941,TRUE,,TX,,2115 East Highway 22,2,2,,,terminal,76666,,,,,T-76-TX-2833
1028,Miami,Miami,,,,,,25.794131,-80.268288,TRUE,,FL,,4450 NW 20th St. #201,307,307,,,terminal,33122,,,,,T-65-FL-2159
1029,Middletown,Middletown,,,,,,40.220381,-76.791182,TRUE,,PA,,900 Eisenhower Blvd,28,28,,,terminal,17057,,,,,T-23-PA-1716
1030,Middletown,Middletown,,,,,,39.461009,-84.397624,TRUE,,OH,,3590 Yankee Rd.,452,452,,,terminal,45044,,,,,T-31-OH-3119
1031,Midland,Midland,,,,,,40.677919,-80.485549,TRUE,,PA,,3852 Rt. 68,3,3,,,terminal,15059,,,,,T-25-PA-1773
1032,Milford KMI,Milford,,,,,,41.4322,-85.8604,TRUE,,IN,, 13753 County Rd 1400 N,4,4,,,terminal,46542,,,,,0
1033,Milford MPL,Old Town,alan.paul@magellanlp.com,(712) 338-2471,Alan Paul,(712) 338-2241,Terminal Contact,43.2923,-95.1514,TRUE,,IA,200000,RT #1,2,477,,,terminal,51351,in,,both,,T-42-IA-3467
1034,Milford NUS,Milford,dan.klinetobe@nustarenergy.com,(712) 338-2295,Dan Klinetobe,(712) 338-4732,Terminal Contact,43.3271,-95.167,TRUE,,IA,168000,1 mile W of Milford & Hwy 71,6,476,,2,terminal,51351,,,both,,T-42-IA-3466
1035,Milner,Milner,,,,,,33.151,-84.207,TRUE,,GA,, ,53,53,,,terminal,30257,,,,,0
1036,Milwaukee,Milwaukee,,1,,414-355-3400,,43.186383,-88.044091,TRUE,,WI,,9343 North 107th Street,14,14,,,terminal,53224,,,,,T-39-WI-3073
1037,Milwaukee,Milwaukee,,,,,,43.015179,-87.898576,TRUE,,WI,,1626 South Harbor Drive,19,19,,,terminal,53207,,,,,T-39-WI-3081
1038,Milwaukee,Milwaukee,,,,,,43.190584,-88.043962,TRUE,,WI,,9521 North 107th Street,19,19,,,terminal,53224,,,,,T-39-WI-3086
1039,Milwaukee,Milwaukee,,,,,,43.188937,-88.044022,TRUE,,WI,,9451 North 107th Street,19,19,,,terminal,53224,,,,,T-39-WI-3090
1040,Milwaukee,Milwaukee,,,,,,42.958633,-87.909511,TRUE,,WI,,4792 S Howell Ave,15,15,,,terminal,53207,,,,,T-39-WI-3092
1041,Milwaukee,Milwaukee,,,,,,43.192077,-88.047211,TRUE,,WI,,11115 West County Line Road,41,41,,,terminal,53224,,,,,T-72-WI-0001
1042,Milwaukee,Milwaukee,,,,,,43.184696,-88.04416,TRUE,,WI,,9235 North 107th Street,9,9,,,terminal,53224,in,,,,T-39-WI-3068
1043,Milwaukee South,Milwaukee,,,,,,43.183134,-88.044194,TRUE,,WI,,9135 North 107th Street,19,19,,,terminal,53224,,,,,T-39-WI-3084
1044,Milwaukee West,Milwaukee,,,,,,43.182978,-88.044198,TRUE,,WI,,9125 North 107th St,19,19,,,terminal,53224,,,,,T-39-WI-3076
1045,Minneapolis,Saint Paul,,6126338063,,6126334171,,44.9438,-93.0933,TRUE,,MN,,2451 W County Rd C,2,2,,,terminal,55102,,,,,T-41-MN-3415
1046,Minneapolis,Minneapolis,,,,,,44.874967,-93.211285,TRUE,,MN,,5001 Post Road,392,392,,,terminal,55450,,,,,T-41-MN-3419
1047,Minneapolis,Minneapolis,,,,,,44.877612,-93.218937,TRUE,,MN,,3800 East 70th St.,96,96,,,terminal,55450,,,,,T-41-MN-3420
1048,Minot,Minot,,,,,,48.229545,-101.295709,TRUE,,ND,,700 Second Street SW,51,51,,,terminal,58701,,,,,T-45-ND-3504
1049,Missoula,Missoula,,,,,,46.900544,-114.03269,TRUE,,MT,,3576 Grand Creek Road,51,51,,,terminal,59808,,,,,T-41-MT-0001
1050,Missoula,Missoula,,,,,,46.896372,-114.030311,TRUE,,MT,368000,3330 Raser Drive,7,475,,3,terminal,59808,,,,,T-81-MT-4004
1051,Missoula,Missoula,,,,,,46.883145,-114.004774,TRUE,,MT,,1001 Defoe St.,137,137,,,terminal,59802,,,,,T-81-MT-4013
1052,Missoula,Missoula,,,,,,46.9004,-114.0342,TRUE,,MT,, ,114,114,,,terminal,59808,,,,,0
1053,Mitchell,Mitchell,ron.kleinsasser@nustarenergy.com,6059968321,Ron Kleinsasser,6059662361,Terminal Contact,43.703581,-97.925674,TRUE,,SD,63000,41408 SD Highway 38,6,6,,2,terminal,57301,in,none,both,none,T-46-SD-3551
1054,Moberly,Cairo,,,,,,39.5203,-92.4363,TRUE,,MO,, ,24,24,,,terminal,65239,,,,,0
1055,Mobile,Mobile,,,,,,30.701142,-88.103184,TRUE,,AL,,145 Cochran Causeway,116,116,,,terminal,36607,,,,,T-63-AL-2314
1056,Mobile,Mobile,,,,,,30.694458,-88.048289,TRUE,,AL,,Hwy 90195 Blakely Island,341,341,,,terminal,36603,,,,,T-63-AL-2317
